category,market_tier,condition,is_premium_brand,tech_generation,ram_gb,storage_gb,size_value,performance_value,power_wattage,resolution_standard,cpu_gpu_tier,connectivity,brand,pack_count,confidence,original_title,original_row_id,error_log
PC Components (Core),Premium,New,True,Current-Gen,,2048.0,,7250.0,,,,,Samsung,1.0,0.95,"Samsung 990 EVO Plus SSD 2TB, PCIe Gen 4x4, Gen 5x2 M.2 2280, Speeds Up-to 7,250 MB/s, Upgrade Storage for PC/Laptops, HMB Technology and Intelligent Turbowrite 2.0, (MZ-V9S2T0B/AM)",102.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,2.0,0.95,"HP 63 Black/Tri-color Ink (2-pack) | Works with HP DeskJet 1112, 2130, 3630 Series; ENVY 4510, 4520 Series; OfficeJet 3830, 4650, 5200 Series | Eligible for Instant Ink | L0R46AN",103.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,34.0,,,,,,Amazon Basics,60.0,1.0,"Amazon Basics Dog and Puppy Pee Pads with 5-Layer Leak-Proof Design and Quick-Dry Surface for Potty Training, Standard Absorbency, X-Large, 28 x 34 Inch - Pack of 60, Blue & White",104.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,HP,3.0,1.0,"HP 952 Cyan, Magenta, Yellow Ink Cartridges (3-pack) | Works with Printer Series: OfficeJet 8702, HP OfficeJet Pro 7720, 7740, 8210, 8710, 8720, 8730, 8740 | Eligible for Instant Ink | N9K27AN",105.0,
Accessories & Consumables,Premium,Renewed/Refurbished,True,Current-Gen,,,,,,,,,Apple,1.0,0.9,Apple AirPods 2 with Charging Case - White (Renewed),106.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,4K/UHD (2160p),,Bluetooth & Wi-Fi 6,Roku,1.0,0.95,"Roku Ultra - Ultimate Streaming Player - 4K Streaming Device for TV with HDR10+, Dolby Vision & Atmos - Bluetooth & Wi-Fi 6- Rechargeable Voice Remote Pro with Backlit Buttons - Free & Live TV",107.0,
Accessories & Consumables,Premium,New,True,Current-Gen,,,200.0,,,,,,Apple,1.0,1.0,Apple USB-C Woven Charge Cable (2 m) ​​​​​​​,108.0,
Laptops & Chromebooks,Premium,New,True,Current-Gen,16.0,256.0,15.3,12.0,,2K/QHD (1440p),M4,,Apple,1.0,1.0,"Apple 2025 MacBook Air 15-inch Laptop with M4 chip: Built for Apple Intelligence, 15.3-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",109.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Wireless,Logitech,1.0,0.95,"Logitech M510 Wireless Mouse, Mouse for Laptop and PC with USB Unifying Receiver, Programmable Buttons - Graphite",110.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,WiFi 6,TP-Link,1.0,0.95,"TP-Link AX1800 WiFi 6 Router V4 (Archer AX21) – Dual Band Wireless Internet, Gigabit, Easy Mesh, Works with Alexa - A Certified for Humans Device, Free Expert Support",111.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,2.0,1.0,"HP 62 Black/Tri-color Ink Cartridges for HP Printers (2-pack) | Works with Printer Series: ENVY 5540, 5640, 5660, 7640, OfficeJet 5740, 8040, OfficeJet Mobile 200, 250 | N9H64FN",112.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,,,,,,Ryzen 7,,AMD,1.0,0.95,"AMD Ryzen 7 7800X3D 8-Core, 16-Thread Desktop Processor",113.0,
Audio & Video Equipment,Premium,New,True,Current-Gen,,,,,,,,Bluetooth,Beats,1.0,0.9,"Beats Powerbeats Pro 2 Wireless Bluetooth Earbuds - Noise Cancelling, Heart Rate Monitor, IPX4, Up to 45H Battery & Charging Case, Works with Apple & Android - Jet Black",114.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Amazon Basics,500.0,0.9,"Amazon Basics 10 Security-Tinted Self-Seal Business Letter Envelopes, Peel & Seal Adhesive Closure, White, 500-Pack",115.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,2.4 GHz,Logitech,1.0,0.9,"Logitech MK345 Wireless Keyboard and Mouse Combo with Palm Rest, 2.4 GHz USB Receiver, Compatible with PC, Laptop, Black",116.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,EPSON,2.0,0.95,"EPSON 822 DURABrite Ultra Ink High Capacity Black & Standard Color Cartridge Combo Pack (T822XL-BCS) Works with WorkForce Pro WF-3820, WF-3823, WF-4820, WF-4830, WF-4833, WF-4834",117.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Brother,1.0,1.0,"Brother Genuine TN760 High Yield Black Toner Cartridge, (For use with MFC-L2710DW MFC-L2750DW HL-L2350DW HL-L2370DW HL-L2395DW HL-L2390DW DCP-L2550DW Printers)",118.0,
Gaming Systems & VR,Mainstream,New,True,Current-Gen,,,,,,,,,Nintendo,1.0,1.0,Nintendo Switch™ with Neon Blue and Neon Red Joy‑Con™,119.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,Beats,1.0,0.95,"Beats Studio Buds + | True Wireless Noise Cancelling Earbuds, Enhanced Apple & Android Compatibility, Built-in Microphone, Sweat Resistant Bluetooth Headphones, Spatial Audio - Black/Gold",120.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Amazon Basics,12.0,1.0,"Amazon Basics 12-Pack C Cell Alkaline All-Purpose Batteries, 1.5 Volt, 5-Year Shelf Life",121.0,
Audio & Video Equipment,Mainstream,New,False,Current-Gen,,,,,,,,Bluetooth,Soundcore,1.0,0.95,"Soundcore Anker Life Q20 Hybrid Active Noise Cancelling Headphones, Wireless Over Ear Bluetooth Headphones, 60H Playtime, Hi-Res Audio, Deep Bass, Foam Ear Cups, Travel, Office, USB-C Charging",122.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,22.0,100.0,,FHD (1080p),,"HDMI, VGA",Philips,1.0,1.0,"Philips 22 inch Class Thin Full HD (1920 x 1080) Monitor, 100Hz Refresh Rate, VESA, HDMI x1, VGA x1, LowBlue Mode, Adaptive Sync, 4 Year Advance Replacement Warranty, 221V8LB",123.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,256.0,,150.0,,,,,SanDisk,1.0,1.0,"SanDisk 256GB Ultra microSDXC UHS-I Memory Card with Adapter - Up to 150MB/s, C10, U1, Full HD, A1, MicroSD Card - SDSQUAC-256G-GN6MA [New Version]",124.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,128.0,,,,,,,SanDisk,1.0,1.0,"SanDisk 128GB Ultra Flair USB 3.0 Flash Drive - SDCZ73-128G-G46, black",125.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,,900.0,900.0,,,,Amazon Basics,1.0,0.9,"Amazon Basics 2 Slice Toaster, With 6 Browning Settings, Extra Wide Slots For Bagels and Special Breads, Removable Easy-to-Clean Crumb Tray, Cancel/Defrost/Bagel Buttons, 900W, Black & Silver",126.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,1.0,"HP 58A Black Toner Cartridge | Works with HP LaserJet Enterprise M406 Series, MFP M430 Series, Pro M404 Series, M428 Series | CF258A",127.0,
Displays & Mounting,Mainstream,New,False,Current-Gen,,,27.0,120.0,,FHD (1080p),,,Acer,1.0,0.95,"acer KB272 G0bi 27"" IPS Full HD (1920 x 1080) Gaming Office Monitor | Adaptive-Sync Support (FreeSync Compatible) | Up to 120Hz Refresh | 1ms (VRB) | sRGB 99% | Tilt | HDMI & VGA Ports",128.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,1.0,"HP 67XL Tri-color High-yield Ink Cartridge for HP Printers | Works with Printer Series: DeskJet 1255, 2700, 4100; ENVY 6000, 6400 | Eligible for Instant Ink | 3YM58AN",129.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,WiFi 6,TP-Link,3.0,1.0,"TP-Link Deco X55 AX3000 WiFi 6 Mesh System - Covers up to 6500 Sq.Ft, Replaces Wireless Router and Extender, 3 Gigabit Ports per Unit, Supports Ethernet Backhaul, Deco X55(3-Pack)",130.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,40.0,,,,Bluetooth,Beats,1.0,0.95,"Beats Studio Pro - Wireless Bluetooth Noise Cancelling Headphones - Personalized Spatial Audio, USB-C Lossless Audio, Apple & Android Compatibility, Up to 40 Hours Battery Life - Sandstone",131.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Scotch,100.0,0.95,"Scotch Thermal Laminating Pouches, 100 Count, Clear, 5 mil, Laminate Business Cards, Small Banners, Essays, Office or School Supplies, Fits Letter Size 8.9x11.4 in Paper",132.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Powermax,24.0,1.0,"Powermax 24-Count Triple AAA Batteries, Ultra Long Lasting Alkaline Battery for Home and Office, 10-Year Shelf Life, Reclosable Packaging",133.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,2.0,1.0,"HP 65 Black/Tri-color Ink Cartridges for HP Printers (2-pack) | Works with Printer Series: AMP 100, DeskJet 2600, 3700, ENVY 5000 | Eligible for Instant Ink | T0A36AN",134.0,
Peripherals & Input Devices,Premium,New,True,Current-Gen,,,,,,,,,Apple,1.0,0.95,Apple Magic Mouse - White Multi-Touch Surface ​​​​​​​,135.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,2.4 GHz Unifying USB-Receiver,Logitech,1.0,0.95,"Logitech MK540 Advanced Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Unifying USB-Receiver, Multimedia Hotkeys, 3-Year Battery Life, for PC, Laptop",136.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Amazon Basics,12.0,1.0,"Amazon Basics 12-Pack D Cell Alkaline All-Purpose Batteries, 1.5 Volt, 5-Year Shelf Life",137.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,BIC,60.0,1.0,"BIC Round Stic Xtra Life Ballpoint Pen, Ultra Long Lasting and Consistent Ink Flow, 60-Count in Black Ink",138.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,HP,1.0,0.9,"HP 64 Black Ink Cartridge for HP Printers | Works with Printer Series: ENVY Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango | Eligible for Instant Ink | N9J90AN",139.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,,,,65.0,,,,Dell,1.0,0.95,Dell 65W USB-C Laptop Charger for XPS and Latitude 5000 - Power Cord Included,140.0,
PC Components (Core),Mainstream,New,False,Current-Gen,,1024.0,,1050.0,,,,"USB-C, USB 3.2 Gen 2",SanDisk,1.0,0.95,"SanDisk 1TB Extreme Portable SSD - Up to 1050MB/s, USB-C, USB 3.2 Gen 2, IP65 Water and Dust Resistance, Updated Firmware - External Solid State Drive - SDSSDE61-1T00-G25",141.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,0.95,"HP 962XL Black High-yield Ink Cartridge for HP Printers | Works with Printer Series: OfficeJet 9010, Pro 9010, 9020 | Eligible for Instant Ink | 3JA03AN",142.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,4.0,64.0,11.6,2.8,,HD/HD+,Dual-Core Intel N4500,WiFi 5,acer,1.0,0.95,"acer 311 Chromebook 2025 Flagship Slim Light Laptop, 11.6"" HD Display, Dual-Core Intel N4500 Processor (Upto 2.80GHz), 4GB RAM, 64GB eMMC, Wi-Fi 5, Webcam 8+ Hrs Battery, Chrome OS +HubxcelAccessory",143.0,
Accessories & Consumables,Budget,New,False,Legacy,,,11.75,,,,,,Amazon Basics,12.0,1.0,"Amazon Basics Wide Ruled Lined Writing Note Pads, 8.5 inch x 11.75 inch, White, 12 Count (12 Pack of 50)",144.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,1000.0,,,,CyberPower,1.0,0.95,"CyberPower CP1500PFCLCD PFC Sinewave UPS Battery Backup and Surge Protector, 1500VA/1000W, 12 Outlets, AVR, Mini Tower; UL Certified",145.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,Duracell,20.0,0.95,"Duracell Coppertop AA Batteries with Power Boost Ingredients, 20 Count Pack Double A Battery with Long-lasting Power, Alkaline AA Battery for Household and Office Devices",146.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,HP,1.0,0.95,"HP 64XL Tri-color High-yield Ink Cartridge for HP Printers | Works with Printer Series: ENVY Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango | Eligible for Instant Ink | N9J91AN",147.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,HP,1.0,1.0,"HP 61 Black Ink Cartridge | Works with Printer Series: DeskJet 1000, 1010, 1050, 1510, 2050, 2510, 2540, 3000, 3050, 3510; ENVY 4500, 5530; OfficeJet 2620, 4630 | Eligible for Instant Ink | CH561WN",148.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Amazon Basics,25.0,0.95,"Amazon Basics Hanging Organizer File Folders for Efficient Filing, Sturdy, Adjustable Tabs, Letter Size, Pack of 25, Green",149.0,
Accessories & Consumables,Budget,New,False,Current-Gen,,,,,,,,,Powermax,24.0,1.0,"Powermax 24-Count Double AA Batteries, Ultra Long Lasting Alkaline Battery for Home and Office, 10-Year Shelf Life, Reclosable Packaging",150.0,
Accessories & Consumables,Premium,New,True,Current-Gen,,,,,,,,,Apple,1.0,0.95,"Apple Pencil (2nd Generation): Device Compatibility Check Required - Pixel-Perfect Precision, Perfect for Note-Taking, Drawing, and Signing documents. Attaches, Charges, and Pairs magnetically.",151.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,HP,1.0,1.0,"HP 148A Black Laserjet Toner Cartridge | This Cartridge Works Laserjet Pro 4001, MFP 4101 | W1480A",152.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,3.54,,,,,,Texas Instruments,1.0,0.95,Texas Instruments TI-Nspire CX II Color Graphing Calculator with Student Software (PC/Mac) White 3.54 x 7.48,153.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,2.0,1.0,"HP Original 67 Tri-Color / 67XL Black Ink Cartridges (2-Pack) | Works DeskJet 1255, 2700, 4100 Series Envy 6000, 6400 Series | Eligible for Instant Ink | 3YP30AN",154.0,
Cameras & Photography,Premium,New,True,Current-Gen,,,,4.0,,4K/UHD (2160p),,,DJI,3.0,0.95,"DJI Mini 3 Fly More Combo (DJI RC), Drones with Camera for Adults 4K, 3 Batteries for 114-min Flight Time, Vertical Shooting, 32800ft (10km) Video Transmission, Lightweight Mini Drone for Beginners",155.0,
Cameras & Photography,Premium,New,True,Current-Gen,,,,,,4K/UHD (2160p),,,DJI,1.0,0.95,"DJI Mini 4K, Drone with 4K UHD Camera for Adults, Under 249 g, 3-Axis Gimbal Stabilization, 10km Video Transmission, Auto Return, Wind Resistance, 1 Battery for 31-Min Max Flight Time, Intelligent Flight",156.0,
Tablets & E-Readers,Premium,New,True,Cutting-Edge,,128.0,8.3,,,2K/QHD (1440p),,WiFi 6E,Apple,1.0,1.0,"Apple iPad mini (A17 Pro): Apple Intelligence, 8.3-inch Liquid Retina Display, 128GB, Wi-Fi 6E, 12MP Front/12MP Back Camera, Touch ID, All-Day Battery Life — Space Gray",157.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,0.95,"HP OfficeJet Pro 9125e All-in-One Printer, Color, Printer-for-Small Medium Business, Print, Copy, scan, fax,Touchscreen; Smart Advance Scan, 3 month Instant Ink trial included",158.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,Wired,TP-Link,1.0,1.0,"TP-Link TL-SG105, 5 Port Gigabit Unmanaged Ethernet Switch, Network Hub, Ethernet Splitter, Plug & Play, Fanless Metal Design, Shielded Ports, Traffic Optimization",159.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,Texas Instruments,1.0,0.95,Texas Instruments TI-Nspire CX II CAS Color Graphing Calculator with Student Software (PC/Mac),160.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,"Wireless, Ethernet",Epson,1.0,1.0,"Epson EcoTank ET-4800 Wireless All-in-One Cartridge-Free Supertank Printer with Scanner, Copier, Fax, ADF and Ethernet – Ideal-for Your Home Office, White",161.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,9.7,,,,,,Texas Instruments,1.0,0.9,Texas Instruments TI-36X Pro Engineering/Scientific Calculator | 9.7 Inch | Black.,162.0,
Audio & Video Equipment,Premium,New,True,Current-Gen,,,,,,,,,Sony,1.0,0.9,"Sony WH-1000XM6 The Best Wireless Noise Canceling Headphones, HD NC Processor QN3, 12 Microphones, Adaptive NC Optimizer, Mastered by Engineers, Studio-Quality, 30-Hour Battery, Black",163.0,
Accessories & Consumables,Budget,New,False,Legacy,,,,,,,,,Amazon Basics,1.0,1.0,"Amazon Basics Surge Protector Power Strip, 6-Outlet, 790 Joules, LED Indicator, 6ft Extension Cord, White",164.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,42.0,,,,,,Amazon Basics,1.0,0.95,"Amazon Basics Classic Puresoft PU Padded Mid-Back Height Adjustable Office Computer Desk Chair with Armrest, 26""D x 23.75""W x 42""H, Black",165.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,HP,1.0,1.0,"HP 902XL Black High-yield Ink Cartridge for HP Printers | Works with Printer Series: OfficeJet 6954, 6958, 6962, OfficeJet Pro 6968, 6975,, 6978 | Eligible for Instant Ink | T6M14AN",166.0,
Networking & Smart Home,Mainstream,New,False,Current-Gen,,,,,,,,Dual-Band,TP-Link,1.0,0.95,"TP-Link AC1900 WiFi Range Extender RE550 | Dual-Band Wireless Repeater Amplifier w/Gigabit Ethernet Port | Up to 2200 Sq. Ft., 32 Devices | Internet Signal Booster | APP Setup | EasyMesh Compatible",167.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,1.0,"HP 65 Black Ink Cartridge for HP Printers | Works with Printer Series: AMP 100, DeskJet 2600, 3700; ENVY 5000 | Eligible for Instant Ink | N9K02AN",168.0,
Accessories & Consumables,Budget,New,False,Legacy,,,2.625,,,,,,Avery,3000.0,1.0,"Avery Easy Peel Printable Address Labels with Sure Feed, 1"" x 2-5/8"" Customizable Stickers, White, 3,000 Blank Mailing Labels, Great for Mailing, Shipping, and More (5160)",169.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,Acer,1.0,0.9,"Acer USB Hub 4 Ports, Multiple USB 3.0 Hub, USBA Splitter for Laptop with Type C Power Port, Extender for A Port Laptop, PC, Desktop and More (2ft)",170.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,,DYMO,1.0,1.0,"DYMO LetraTag LT-100H Handheld Aesthetic Label Maker | ABC Keyboard Label Printer with Easy-to-Use, 13 Character LCD Screen | Great for Home & Office Organization | Pink (New)",171.0,
Peripherals & Input Devices,Budget,New,False,Current-Gen,,,,,,,,,HP,1.0,0.95,"HP 62XL Black High-yield Ink Cartridges for HP Printers | Works with Printer Series: ENVY 5540, 5640, 5660, 7640, OfficeJet 5740, 8040, OfficeJet Mobile 200, 250 | Instant Ink | C2P05AN",172.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,Bose,1.0,1.0,"Bose QuietComfort Bluetooth Headphones, Wireless Headphones with Active Over Ear Noise Cancelling and Mic, Deep Bass, Up to 24 Hours of Playtime, Black",173.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,1.0,"HP 952XL Black High-yield Ink Cartridge for HP Printers | Works with HP OfficeJet 8702; HP OfficeJet Pro 7720, 7740, 8210, 8216, 8710, 8715, 8720, 8725, 8730, 8740 | Eligible for Instant Ink | F6U19AN",174.0,
Peripherals & Input Devices,Mainstream,New,False,Current-Gen,,,,,,,,Wireless,HP,1.0,0.95,"HP Color Laserjet Pro MFP 3301sdw Wireless All-in-One Color Laser Printer, Scanner, Copier, Best-for-Office (499Q3F)",175.0,
Audio & Video Equipment,Mainstream,New,True,Current-Gen,,,,,,,,Bluetooth,JBL,1.0,0.95,"JBL FLIP 5, Waterproof Portable Bluetooth Speaker, Black, Small",176.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,1.0,0.95,"HP 206X Black High-yield Toner Cartridge | Works with HP Color LaserJet Pro M255, HP Color LaserJet Pro MFP M282, M283 Series | W2110X, Pack of 1, Black",177.0,
Peripherals & Input Devices,Budget,New,False,Current-Gen,,,,,,,,Wireless,Amazon Basics,1.0,1.0,"Amazon Basics 2.4 Ghz Wireless Optical Computer Mouse with USB Nano Receiver, Black",178.0,
Laptops & Chromebooks,Mainstream,New,False,Current-Gen,4.0,64.0,14.0,,,HD/HD+,Celeron N4120,,HP,1.0,0.95,"HP Chromebook 14 Laptop, Intel Celeron N4120, 4 GB RAM, 64 GB eMMC, 14"" HD Display, Chrome OS, Thin Design, 4K Graphics, Long Battery Life, Ash Gray Keyboard (14a-na0226nr, 2022, Mineral Silver)",179.0,
Smartphones & Wearables,Premium,New,True,Current-Gen,,,,,,,,,Garmin,1.0,0.95,"Garmin Vívoactive 5, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery, Slate Aluminum Bezel with Black Case and Silicone Band",180.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,Scotch,6.0,0.98,"Scotch Magic Tape with Scotch Desktop Dispenser, 6 Rolls of 3/4"" x 1000"" Each Plus 1 Desktop Tape Dispenser, Great for Repair, Wrapping and Office Applications",181.0,
Accessories & Consumables,Mainstream,New,True,Current-Gen,,4096.0,,2000.0,,,,USB 3.2 Gen 2x2,SAMSUNG,1.0,1.0,"SAMSUNG T9 Portable SSD 4TB, USB 3.2 Gen 2x2 External Solid State Drive, Seq. Read Speeds Up to 2,000MB/s for Gaming, Students and Professionals,MU-PG4T0B/AM, Black (pack of 1)",182.0,
Accessories & Consumables,Mainstream,New,False,Legacy,,,,,,,,,HP,1.0,1.0,"HP 206A Black Toner Cartridge | Works with HP Color LaserJet Pro M255, HP Color LaserJet Pro MFP M282, M283 Series | W2110A , 1 Count ( Pack of 1)",183.0,
Accessories & Consumables,Mainstream,New,False,Current-Gen,,,,,,,,,HP,3.0,0.95,"HP 902 Cyan, Magenta, Yellow Ink Cartridges for HP Printers | Works with Printer Series: OfficeJet 6950, 6960; OfficeJet Pro 6960, 6970 | Eligible for Instant Ink | T0A38AN",184.0,
