category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,model_used,original_title,original_row_id
Out of Scope,excluded,Mainstream,New,True,Current-Gen,Sonos,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Sonos Sub Mini - White - Compact Wireless Subwoofer,54
Computers & Gaming,desktop,Mainstream,New,False,Current-Gen,Dell,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i7-12700K,,,32.0,1024.0,,,,,,,,,,Optiplex Tower,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Dell Optiplex Tower - Intel i7-12700K, 32GB RAM, 1TB NVMe SSD, DisplayPort, HDMI, USB C, DVDRW,AX Wi-Fi, Bluetooth, Windows 11 Pro, Black Desktop",55
Networking & Smart Home,router,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,AX6000,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archer AX6000,,,,,,,,,,,,,,,,,8.0,,,gpt-4o-mini,"TP-Link AX6000 WiFi 6 Router(Archer AX6000) -802.11ax Wireless 8-Stream Gaming Router, 2.5G WAN, 8 Gigabit LAN Ports, MU-MIMO, 1.8GHz Quad-Core CPU",56
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,0.95,Laser,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 55X Black High-yield Toner Cartridge for HP Printers | Works with Printer Series: LaserJet Enterprise 500 MFP M525, P3015, LaserJet Pro MFP M521 | CE255X",57
Accessories,protection_case,Mainstream,New,False,Current-Gen,ESR,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"ESR for Magsafe Wallet with Full Find My Functionality, Magnetic Geo iPhone Wallet, Up to 3,000g Magnet Strength, Card-Holder with Adjustable Stand, for iPhone 16/15/14/13/12 Series, Black",58
Audio & Media Systems,equalizer,Mainstream,New,False,Current-Gen,Taramps,0.9,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Taramps Pro 2.4S DSP Crossover full Digital Signal Processor and Equalizer with sequencer 15-band Graphic Equalization 12 preset EQ 2-Channel in and 4-Channel Out,59
PC Components (Core),motherboard,Mainstream,New,False,Current-Gen,MSI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMD Ryzen 9000/8000/7000,,,,,DDR5,,,AM5,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"MSI X670E GAMING PLUS WIFI Gaming Motherboard (AMD Ryzen 9000/8000/7000 Series Processors, AM5, DDR5, PCIe 5.0, SATA 6Gb/s, M.2 slots, USB 3.2 Gen 2, Wi-Fi 6E, Bluetooth 5.3, 2.5Gbps LAN, HDMI/DP,ATX)",60
"Office, Printing & Power",excluded,Mainstream,New,False,Current-Gen,Fellowes,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Fellowes 5006801-99 Binding Machine Pulsar+ Comb Binding (5006801),61
Displays & Mounting,monitor,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,4K_UHD,,,True,,4K60,,,,,,,,,,,,32.0,4K_UHD,,,True,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,M7 (M70D),,,,,,,,,USB-C,,,,,,,,,,,gpt-4o-mini,"SAMSUNG 32-Inch M7 (M70D) Series 4K UHD Smart Monitor with Streaming TV, Speakers, HDR10, USB-C, Multiple Ports, Gaming Hub, SolarCell Remote, Vision Accessibility Tools, LS32DM703UNXZA, 2024, White",62
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Humminbird,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Humminbird 411670-1 Helix 5 Chirp DI GPS G3 Fish Finder,63
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,,True,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP 312A Cyan, Magenta, Yellow Toner Cartridges (3-pack) | Works with HP Color LaserJet Pro MFP M476 Series | CF440AM",64
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Jabra,0.95,,True,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,Jabra Evolve2 85 Wireless PC Headset – Noise Cancelling UC Certified Stereo Headphones with Long-Lasting Battery – USB-C Bluetooth Adapter – Black,65
"Cameras, Photography & Video",drone,Mainstream,New,True,Current-Gen,DJI,0.95,,,,,,,,,,,,,,,,,,,,,,4K_UHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,Mini 4 Pro,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"DJI Mini 4 Pro (DJI RC 2), Folding Mini-Drone with 4K HDR Video Camera for Adults, Under 0.549 lbs/249 g, 34 Mins Flight Time, 20 km Max Video Transmission Distance, Omnidirectional Vision Sensing",66
Peripherals & Input,mouse,Mainstream,New,True,Current-Gen,CORSAIR,0.95,,,,,,,,,,,,,,,,,,,over-ear,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,gpt-4o-mini,"CORSAIR HARPOON WIRELESS RGB Gaming Mouse - 10,000 DPI - 6 Programmable Buttons - Lightweight - Bluetooth - USB - Black",67
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,LISEN,0.9,,,,,,,,,,,,15.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,gpt-4o-mini,"LISEN for Magsafe Car Mount Charger, Fast Charging 15W Air Vent Magnetic Wireless Car Charger for iPhone 16 Pro Max, Vent Phone Mount for Car Wireless Charger Fits iPhone 15 14 13 12, Black",68
Mobile Devices,smartwatch,Mainstream,New,True,Current-Gen,Garmin,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forerunner 55,,,,,,Automotive,,,,,,,,,,,,,,gpt-4o-mini,Garmin Forerunner 55 GPS Running Smartwatch (Black) Power Bundle,69
Peripherals & Input,keyboard,Mainstream,New,True,Current-Gen,Corsair,0.95,,,,,,,,,,,,,,,,,,,,,,,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,False,,,,gpt-4o-mini,"Corsair K70 RGB PRO Mechanical Wired Gaming Keyboard – Cherry MX Brown Tactile Switches – 8,000hz Hyper-Polling – PBT Double-Shot Keycaps – iCUE Compatible – PC, Mac, Xbox – QWERTY NA – Black",70
Out of Scope,excluded,Mainstream,New,False,Current-Gen,Cobra,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Cobra 75 All Road Wireless CB Radio - Dual-Mode AM/FM, Full 40 Channels, Bluetooth Connectivity, Digital Noise Cancellation, Waterproof, Instant Channel 9, 4-Watt Output, Easy to Operate, Black",71
"Cameras, Photography & Video",mirrorless_dslr,Mainstream,New,True,Current-Gen,Sony,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Frame,4K,,,,,,,,,,,,,,,,,,,,,,Alpha 7R V,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Sony Alpha 7R V Full-Frame Mirrorless Interchangeable Lens Camera,72
Audio & Media Systems,earbuds,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galaxy Buds2 Pro,,,,,,,,,Bluetooth,,,,,,,True,,,,gpt-4o-mini,SAMSUNG Galaxy Buds2 Pro True Wireless Bluetooth Earbud Headphones - White,73
Peripherals & Input,external_drive,Mainstream,New,False,Current-Gen,Western Digital,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSD,,gpt-4o-mini,"Western Digital 2TB My Passport SSD Portable External Solid State Drive, Gray, Sturdy and Blazing Fast, Password Protection with Hardware Encryption - WDBAGF0020BGY-WESN",74
Out of Scope,excluded,Mainstream,New,False,Legacy,Melissa & Doug,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Melissa & Doug Solar System Floor Puzzle (48 pcs, 2 x 3 Feet) - FSC Certified",75
Audio & Media Systems,blu_ray_player,Mainstream,Renewed/Refurbished,True,Legacy,Sony,0.9,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,FHD_1080p,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Sony VHS/DVD Combo Player (Renewed),76
"Cameras, Photography & Video",monitor,Mainstream,New,False,Current-Gen,FEELWORLD,0.9,,,,,,,,,,,,,,,,,,,,,,1080p,,,True,,,,,,,,,,,,,,7.0,FHD_1080p,,60.0,,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,HDMI,,,,,,,,,,,gpt-4o-mini,FEELWORLD F7 PRO 7 Inch Touch Screen DSLR Camera Field Monitor with F750 Battery and Bag 3D Lut HDR Waveform F970 External Power Install Kit 1920x1200 4K 60Hz HDMI in Out 8.4V Type-c Input,77
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,FEELWORLD,0.95,,,,,,,,,,,,,,,,,,,,,,4K_UHD,,,True,,4K60,,,,,,,,,,,,21.5,4K_UHD,,60.0,,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,FEELWORLD FVM215 21.5 Inch 1000nit High Bright Production Broadcast Studio Monitor with Waveform LUT 8 Bit Color Depth 4K60Hz HDMI 3G-SDI in and Out,78
Peripherals & Input,keyboard,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,True,,,,gpt-4o-mini,"Amazon Basics Wireless Keyboard and Mouse Combo, Full-Sized, QWERTY Layout, 2.4 GHz USB Plug & Play Receiver, Sleek Design, Black",79
"Office, Printing & Power",charger,Mainstream,New,False,Current-Gen,iHome,0.95,,,,,,,,,,,,5.0,W,,5.0,,,,,,,,,,,,,,,,,,,,,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,USB,,,,,,M-to-F,False,2.0,,,gpt-4o-mini,"iHome 2-Port USB Wall Charger, AC Pro Multiport Plug Adapter, Phone Charging Block with Dual Ports, Flat Wall Adapter for Home & Travel",80
"Office, Printing & Power",calculator,Mainstream,New,False,Current-Gen,Casio,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Casio HR-200RC – Desktop Printing Calculator with Dual-Color Print & 150-Step Check | Cost/Sell/Margin, Tax & Calendar | New Version of HR-150TM | Ideal for Accounting & Retail",81
Audio & Media Systems,speaker,Mainstream,New,True,Current-Gen,JBL,0.9,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"JBL Professional All-in- 1 Personal System with Bluetooth, XLR, Black, Rechargeable Portable PA (EON ONE Compact)",82
Peripherals & Input,mousepad,Mainstream,New,True,Current-Gen,Logitech,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Logitech G POWERPLAY 2 Wireless Charging Mouse Pad for Compatible Gaming Mice, 34.5 X 28.4 cm (13.5 x 11.2 inches), 3.5 mm Height, for PC/Mac - Black",83
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,FEELWORLD,0.95,,,,,,,,,,,,,,,,,,,,,,1080p,,,True,,4K60,,,,,,,,,,,,7.0,FHD_1080p,,,,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,HDMI,,,,,,,,,,,gpt-4o-mini,"FEELWORLD LUT7 7 Inch Ultra Bright 2200nit Touchscreen Camera DSLR Field Monitor with F970 6600mAh Battery, with 3D Lut Waveform Automatic Light Sensor 1920x1200 4K HDMI Input",84
Accessories,cable,Mainstream,New,False,Current-Gen,UGREEN,0.95,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9144,USB 3.0,True,Plastic,,,,M-to-F,False,,,,gpt-4o-mini,"UGREEN 2 Pack USB Extension Cable (3 FT+ 3 FT), Nylon Braided Extender Compatible With Webcam, Camera, Phone, Hub, Mouse, Keyboard, Printer, Hard Drive, Headset",85
"Office, Printing & Power",scanner,Mainstream,New,False,Current-Gen,Canon,0.95,,,,A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,,,,,gpt-4o-mini,"Canon imageFORMULA RS40 - Photo and Document Scanner, Auto Document Feeder, Windows and Mac, Scans Old and New Photos in Varying Sizes, USB Interface",86
Computers & Gaming,controller,Mainstream,New,False,Current-Gen,Hyperkin,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,False,,,,gpt-4o-mini,"Hyperkin - DuchesS Wired Controller - Officially licensed Xbox S Controller for Xbox Series X|S, Xbox One, Windows 10|11, PC, with Audio Jack, Impulse Triggers, and Hall effect triggers. - Black",87
PC Components (Core),ram,Mainstream,New,True,Current-Gen,CORSAIR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDR4,,,16.0,,DDR4,,,,,,,,,VENGEANCE RGB PRO,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,CORSAIR VENGEANCE RGB PRO DDR4 RAM 16GB (2x8GB) 3200MHz CL16-18-18-36 1.35V Intel AMD Desktop Computer Memory - Black (CMW16GX4M2C3200C16),88
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,Canon,0.95,,True,,A4,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Canon KP-108IN Color ahPJNL Ink and 4 x 6 Paper Set, 108 Count (Pack of 3)",89
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,Blackview,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,FHD_1080p,,,,,,,,,,,,,,,,,,Quad-Core N150,,,16.0,256.0,DDR4,100.0,,,,,,,,Blackview Laptop 2025,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Blackview Laptop 2025, Laptops Computer for Business Student, Quad-Core N150 (Up to 3.6GHz, Beat N5095/N95/N97/N100), 16GB DDR4 256GB SSD, 15.6” FHD IPS TÜV Screen, 100W Type-C Fast Charge, 4K HDMI",90
Mobile Devices,tablet,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galaxy Tab S9 FE,WiFi,True,,,,,,,,,,,,,,,,,,gpt-4o-mini,"SAMSUNG Galaxy Tab S9 FE S Pen, Precise Writing and Navigation, IP68 Certified Water Resistant, Attaches to Tablet Magnetic Holder, Air Command, US Version, Black",91
Peripherals & Input,external_drive,Mainstream,New,False,Current-Gen,Toshiba,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.0,,,,,,,,,,,,,,,,,,,USB 3.0,,,,,,,,,HDD,,gpt-4o-mini,"Toshiba Canvio Advance 2TB Portable External Hard Drive USB 3.0, Black - HDTCA20XK3AA",92
Computers & Gaming,desktop,Mainstream,New,False,Current-Gen,Dell,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6E_AXE,,,,,,,,,,,,,,,,,,,,,,,,,,,,i5-14500T,,,32.0,1024.0,DDR5,,,,,,,,,OptiPlex 7020 MFF,,,,,,,,,,,,,,,,,,SSD,,gpt-4o-mini,"Dell OptiPlex 7020 MFF Mini Business Desktop Computer, 7000 Micro Form Factor, 14th Gen Intel 14-Core i5-14500T (Beat i7-13700T), 32GB DDR5 RAM, 1TB PCIe SSD, WiFi 6E, 2 DisplayPorts, HDMI, W11 Pro",93
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,Dell,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,i7-13620H,,,16.0,1024.0,,,,,,,,,,Inspiron 16 Plus 7640,,,,,,,,,,,,,,,,,,SSD,,gpt-4o-mini,"Dell Inspiron 16 Plus 7640 Laptop - 16.0-inch 16:10 2.5K Display, Intel Core i7-13620H Processor, 16GB LPDDR5 RAM, 1TB SSD, Intel UHD Graphics, Windows 11 Home, Onsite & Migrate Service - Ice Blue",94
Accessories,cable,Mainstream,New,True,Current-Gen,Belkin,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,USB-C 3.2,True,,,,,M-to-M,False,,,100.0,gpt-4o-mini,"Belkin USB C to USB C Cable, 6.6ft, 100W - Type C Charger, iPhone Charger Cord, Braided, Flexible for iPhone 16, Galaxy S25, Pixel 9, AirPods, iPad Pro, Tablet, Nintendo Switch 2 & More - Black",95
Mobile Devices,charger_aux,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,15.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galaxy Watch Fast Wireless Charger,,,,,,,,,USB-C,,,Galaxy Watch,,,M-to-F,False,,,,gpt-4o-mini,SAMSUNG Official Galaxy Watch Fast Wireless Charger (USB-C) - Black (EP-OR900BBEGWW),96
Computers & Gaming,desktop,Mainstream,Renewed/Refurbished,True,Current-Gen,Dell,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i5-5060,,,16.0,512.0,DDR4,,,,,,,,,OptiPlex 5060,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Dell OptiPlex 5060 Micro Desktop Computer | Hexa Core Intel i5 (2.1) | 16GB DDR4 RAM | 512GB PCIe | Windows 11 Professional | Dell OptiPlex Home or Office PC (Renewed),97
"Office, Printing & Power",plotter,Mainstream,New,False,Current-Gen,HP,0.95,Inkjet,True,False,Wide-Format/Plotter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"HP DesignJet T630 Large Format 24-inch Plotter Printer, with Auto Sheet Feeder, Media Bin & Stand (5HB09D) - New Model",98
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Duracell,0.95,,,,,,3.0,,,,,,1500.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"3x Duracell Photo DL CR1/3N 2L76 3V Lithium Battery Replaces Duracell DL-1/3N, 3N, Ray-O-Vac 867, 2L76, Energizer 2L76BP, 2L76-BP, CR1108, IEC CR11108, CR1-3N, DL1-3N, Comp 15, Duracell DL1/3N, NL1/3N",99
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,Canon,0.95,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MG6320, MG7120, iP8720, MG7520",,,,,,,,gpt-4o-mini,"Canon CLI-251XL Genuine Gray Ink Tank, Compatible with MG6320, MG7120, iP8720, and MG7520 Printers",100
"Cameras, Photography & Video",excluded,Mainstream,New,False,Current-Gen,OWC,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"OWC 480GB Atlas Pro High Performance Cfexpress 4.0 Type A Memory Card Professional Grade, up to 1850MB/s Read and 1700MB/s Write Speed",101
Accessories,excluded,Mainstream,New,False,Current-Gen,8Bitdo,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"8Bitdo Ultimate C Wired Controller for Xbox with Hall Effect Joysticks and Triggers, RGB Lighting Fire Ring, Compatible with Xbox Series X|S, Xbox One, Windows 10/11 - Officially Licensed (Dark Gray)",102
PC Components (Core),motherboard,Mainstream,New,False,Current-Gen,MSI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6E_AXE,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMD Ryzen 9000/8000/7000,,,,,DDR5,,,AM5,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"MSI PRO B650M-A WiFi ProSeries Motherboard (AMD Ryzen 9000/8000/7000 Series Processors, AM5, DDR5, PCIe 4.0, M.2, SATA 6Gb/s, USB 3.2 Gen 2, HDMI/DP, Wi-Fi 6E, Bluetooth 5.3, 2.5Gbps LAN, mATX)",103
PC Components (Core),motherboard,Mainstream,New,False,Current-Gen,MSI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMD Ryzen 5000 Series,,,,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"MSI MAG B550 Tomahawk MAX WiFi Gaming Motherboard (AMD Ryzen 5000 Series, AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 2, HDMI/DP, Wi-Fi 6E, Bluetooth 5.2, 2.5Gbps LAN, ATX)",104
Networking & Smart Home,smart_tag,Mainstream,New,False,Current-Gen,Insta360,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,Insta360 GPS Preview Remote,105
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.95,,True,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Brother TN-431C TN-431M TN-431Y DCP-L8410 HL-L8260 L8360 MFC-L8610 L8690 L8900 Toner Cartridge Set (Cyan Magenta Yellow, 3-Pack) in Retail Packaging",106
Audio & Media Systems,blu_ray_player,Mainstream,New,True,Current-Gen,SONY,0.9,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,FHD_1080p,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDMI,,,,,,,True,4.0,,,gpt-4o-mini,"SONY Wi-Fi Upgraded Multi Region Zone Free Blu Ray DVD Player - PAL/NTSC - Wi-Fi - 1 USB, 1 HDMI, 1 COAX, 1 ETHERNET Connections - 6 Feet HDMI Cable Included",107
Peripherals & Input,mouse,Mainstream,New,True,Current-Gen,Razer,0.95,,,,,,,,,,,,,,,,,,,,,,,Mechanical,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,gpt-4o-mini,"Razer DeathAdder Elite Gaming Mouse: 16,000 DPI Optical Sensor - Chroma RGB Lighting - 7 Programmable Buttons - Mechanical Switches - Rubber Side Grips - Matte Black",108
