category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,original_title,case_keyboard,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,log_original_price,log_purchased_last_month,log_total_reviews,brand_subtype,image_url,product_url
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,1.0,,False,,,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brother Genuine TN850 2-Pack High Yield Black Toner Cartridge with Approximately 8,000 Page Yield/Cartridge",False,4.4,No Badge,Organic,1,0,0,0.22,5.564482092412441,6.68586094706836,6.100318952020064,Brother_toner_ink,https://m.media-amazon.com/images/I/61NYQOGSGwL._AC_UL320_.jpg,/Brother-Genuine-TN850-Cartridge-2-Pack/dp/B072QH5K2B/ref=sr_1_1838?dib=eyJ2IjoiMSJ9.KVI7rPBCbsuvkt4QCF7IKj1DrtAt5zBzXZJlMUanjxQGymn5A-vQVWd3tYpjiBihTzIbPmrf7pFWGOnC-1r1_6oAg1d5QO8GHOMq89Xzd5Hgh-GtIRVM5pu-vkzptVYN80vVJVY3sz1sltt47VgIXFxppVxtSgJZZWYkuK3Xl1DyNqcxvSIuThGl3pjPGubn1MbNO-_srkVDxGeWWrC4Fjty9HPcy2c79lgHHGIqayCcozHyxg0AyKs0N5HKXXy0TbU-ckroEOWPX2klTvZ--o5WSpM58Z5BBt-aDzeYjyo.f35zOGAiWB-g_fCAEN-DlnIo8NvDrbVOvgjQKpKeAuo&dib_tag=se&qid=1755801031&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1838
PC Components (Core),gpu,Mainstream,New,False,Current-Gen,ASRock,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RX 6600,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASRock RX 6600 8GB CLD Challenger D gddr6,False,4.7,No Badge,Organic,0,0,0,0.0,5.398117451625214,6.2166061010848646,6.450470422144176,ASRock_gpu,https://m.media-amazon.com/images/I/61n6JjRZBGL._AC_UL320_.jpg,/ASRock-6600-8GB-Challenger-gddr6/dp/B09J8VCFWN/ref=sr_1_1844?dib=eyJ2IjoiMSJ9.KVI7rPBCbsuvkt4QCF7IKj1DrtAt5zBzXZJlMUanjxQGymn5A-vQVWd3tYpjiBihTzIbPmrf7pFWGOnC-1r1_6oAg1d5QO8GHOMq89Xzd5Hgh-GtIRVM5pu-vkzptVYN80vVJVY3sz1sltt47VgIXFxppVxtSgJZZWYkuK3Xl1DyNqcxvSIuThGl3pjPGubn1MbNO-_srkVDxGeWWrC4Fjty9HPcy2c79lgHHGIqayCcozHyxg0AyKs0N5HKXXy0TbU-ckroEOWPX2klTvZ--o5WSpM58Z5BBt-aDzeYjyo.f35zOGAiWB-g_fCAEN-DlnIo8NvDrbVOvgjQKpKeAuo&dib_tag=se&qid=1755801031&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1844
PC Components (Core),cpu,Premium,New,True,Current-Gen,Intel,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i9-14900KF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel® Core™ i9-14900KF New Gaming Desktop Processor 24 cores (8 P-cores + 16 E-cores) - Unlocked,False,4.1,No Badge,Organic,1,0,0,0.0,6.042466549074014,5.993961427306569,6.023447592961033,Intel_cpu,https://m.media-amazon.com/images/I/51Ekrj4Mj8L._AC_UL320_.jpg,/Intel%C2%AE-i9-14900KF-Desktop-Processor-P-cores/dp/B0CGJDBCTK/ref=sr_1_1835?dib=eyJ2IjoiMSJ9.KVI7rPBCbsuvkt4QCF7IKj1DrtAt5zBzXZJlMUanjxQGymn5A-vQVWd3tYpjiBihTzIbPmrf7pFWGOnC-1r1_6oAg1d5QO8GHOMq89Xzd5Hgh-GtIRVM5pu-vkzptVYN80vVJVY3sz1sltt47VgIXFxppVxtSgJZZWYkuK3Xl1DyNqcxvSIuThGl3pjPGubn1MbNO-_srkVDxGeWWrC4Fjty9HPcy2c79lgHHGIqayCcozHyxg0AyKs0N5HKXXy0TbU-ckroEOWPX2klTvZ--o5WSpM58Z5BBt-aDzeYjyo.f35zOGAiWB-g_fCAEN-DlnIo8NvDrbVOvgjQKpKeAuo&dib_tag=se&qid=1755801031&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1835
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Canon,0.95,,True,,A4,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canon PG-240 XL / CL-241 XL Genuine Ink Value Pack (2 Cartridges) with 50-Sheet Photo Paper, Compatible with MG2120/3120/4120/2220/3220/4220/3520/3620, MX372/392/432/452/472/512/522/532, TS5120",False,4.7,No Badge,Organic,1,0,0,0.0,4.18950321539533,6.90875477931522,9.1719113453564,Canon_toner_ink,https://m.media-amazon.com/images/I/716ptNzENVL._AC_UL320_.jpg,/Canon-PG-240XL-CL-241XL-Sheets-Compatible/dp/B0061G4B6G/ref=sr_1_1826?dib=eyJ2IjoiMSJ9.KVI7rPBCbsuvkt4QCF7IKj1DrtAt5zBzXZJlMUanjxQGymn5A-vQVWd3tYpjiBihTzIbPmrf7pFWGOnC-1r1_6oAg1d5QO8GHOMq89Xzd5Hgh-GtIRVM5pu-vkzptVYN80vVJVY3sz1sltt47VgIXFxppVxtSgJZZWYkuK3Xl1DyNqcxvSIuThGl3pjPGubn1MbNO-_srkVDxGeWWrC4Fjty9HPcy2c79lgHHGIqayCcozHyxg0AyKs0N5HKXXy0TbU-ckroEOWPX2klTvZ--o5WSpM58Z5BBt-aDzeYjyo.f35zOGAiWB-g_fCAEN-DlnIo8NvDrbVOvgjQKpKeAuo&dib_tag=se&qid=1755801031&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1826
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Canon,0.95,,True,,,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canon PG-285 XL / CL-286 XL Genuine Ink Value Pack (2 Cartridges), Compatible with TR7820, TS7720/7722",False,4.7,No Badge,Organic,1,0,0,0.0,4.521679875489066,6.90875477931522,5.351858133476067,Canon_toner_ink,https://m.media-amazon.com/images/I/71i-561gLvL._AC_UL320_.jpg,/Canon-Genuine-PG-285-Cartridge-Cartridges/dp/B0CJG43RM1/ref=sr_1_1828?dib=eyJ2IjoiMSJ9.KVI7rPBCbsuvkt4QCF7IKj1DrtAt5zBzXZJlMUanjxQGymn5A-vQVWd3tYpjiBihTzIbPmrf7pFWGOnC-1r1_6oAg1d5QO8GHOMq89Xzd5Hgh-GtIRVM5pu-vkzptVYN80vVJVY3sz1sltt47VgIXFxppVxtSgJZZWYkuK3Xl1DyNqcxvSIuThGl3pjPGubn1MbNO-_srkVDxGeWWrC4Fjty9HPcy2c79lgHHGIqayCcozHyxg0AyKs0N5HKXXy0TbU-ckroEOWPX2klTvZ--o5WSpM58Z5BBt-aDzeYjyo.f35zOGAiWB-g_fCAEN-DlnIo8NvDrbVOvgjQKpKeAuo&dib_tag=se&qid=1755801031&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1828
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,JBL,0.95,,,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"JBL Tune 770NC - Adaptive Noise Cancelling with Smart Ambient Wireless Over-Ear Headphones, Bluetooth 5.3, Up to 70H Battery Life with Speed Charge, Lightweight, Comfortable & Foldable Design (Blue)",False,4.5,No Badge,Organic,0,0,0,0.0,4.393831680123644,6.2166061010848646,7.9854843567338225,JBL_headphones,https://m.media-amazon.com/images/I/61turRGN1cL._AC_UL320_.jpg,/JBL-TUNE-770NC-Lightweight-comfortable/dp/B0CTB1BM3P/ref=sr_1_1829?dib=eyJ2IjoiMSJ9.KVI7rPBCbsuvkt4QCF7IKj1DrtAt5zBzXZJlMUanjxQGymn5A-vQVWd3tYpjiBihTzIbPmrf7pFWGOnC-1r1_6oAg1d5QO8GHOMq89Xzd5Hgh-GtIRVM5pu-vkzptVYN80vVJVY3sz1sltt47VgIXFxppVxtSgJZZWYkuK3Xl1DyNqcxvSIuThGl3pjPGubn1MbNO-_srkVDxGeWWrC4Fjty9HPcy2c79lgHHGIqayCcozHyxg0AyKs0N5HKXXy0TbU-ckroEOWPX2klTvZ--o5WSpM58Z5BBt-aDzeYjyo.f35zOGAiWB-g_fCAEN-DlnIo8NvDrbVOvgjQKpKeAuo&dib_tag=se&qid=1755801031&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1829
Networking & Smart Home,switch,Mainstream,New,False,Current-Gen,NETGEAR,0.95,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,"NETGEAR 5-Port PoE Gigabit Ethernet Unmanaged Essentials Switch (GS305P) - with 4 x PoE+ @ 63W, Desktop or Wall Mount",False,4.8,No Badge,Organic,0,0,0,0.0,3.931629535067065,6.90875477931522,5.384495062789089,NETGEAR_switch,https://m.media-amazon.com/images/I/61PWz7wuMFL._AC_UL320_.jpg,/NETGEAR-5-Port-Gigabit-Ethernet-Unmanaged/dp/B0BTK552K2/ref=sr_1_1827?dib=eyJ2IjoiMSJ9.KVI7rPBCbsuvkt4QCF7IKj1DrtAt5zBzXZJlMUanjxQGymn5A-vQVWd3tYpjiBihTzIbPmrf7pFWGOnC-1r1_6oAg1d5QO8GHOMq89Xzd5Hgh-GtIRVM5pu-vkzptVYN80vVJVY3sz1sltt47VgIXFxppVxtSgJZZWYkuK3Xl1DyNqcxvSIuThGl3pjPGubn1MbNO-_srkVDxGeWWrC4Fjty9HPcy2c79lgHHGIqayCcozHyxg0AyKs0N5HKXXy0TbU-ckroEOWPX2klTvZ--o5WSpM58Z5BBt-aDzeYjyo.f35zOGAiWB-g_fCAEN-DlnIo8NvDrbVOvgjQKpKeAuo&dib_tag=se&qid=1755801031&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1827
Networking & Smart Home,wifi_extender,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_7_BE,AX3000,,Tri-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TP-Link BE10000 Wi-Fi 7 Range Extender RE653BE | 10 Gbps Tri-Band Wireless Repeater | 2.5 Gbps Ethernet Port | Internet Signal Booster for Home | Up to 2800 sq.ft, 128 Devices | 6 GHz, MLO, EasyMesh",False,4.4,No Badge,Organic,1,0,0,0.12,5.525413097700675,6.2166061010848646,4.912654885736052,TP-Link_wifi_extender,https://m.media-amazon.com/images/I/61wfZbpL+gL._AC_UL320_.jpg,/TP-Link-Extender-RE653BE-Tri-Band-Wireless/dp/B0DXTMXKBL/ref=sr_1_1833?dib=eyJ2IjoiMSJ9.KVI7rPBCbsuvkt4QCF7IKj1DrtAt5zBzXZJlMUanjxQGymn5A-vQVWd3tYpjiBihTzIbPmrf7pFWGOnC-1r1_6oAg1d5QO8GHOMq89Xzd5Hgh-GtIRVM5pu-vkzptVYN80vVJVY3sz1sltt47VgIXFxppVxtSgJZZWYkuK3Xl1DyNqcxvSIuThGl3pjPGubn1MbNO-_srkVDxGeWWrC4Fjty9HPcy2c79lgHHGIqayCcozHyxg0AyKs0N5HKXXy0TbU-ckroEOWPX2klTvZ--o5WSpM58Z5BBt-aDzeYjyo.f35zOGAiWB-g_fCAEN-DlnIo8NvDrbVOvgjQKpKeAuo&dib_tag=se&qid=1755801031&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1833
Peripherals & Input,controller,Mainstream,New,False,Current-Gen,PowerA,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,False,,,,"PowerA Wired Controller for Xbox Series X|S - Blue, gamepad, video game/gaming controller, works with Xbox One, Officially Licensed",False,4.2,No Badge,Organic,0,0,0,0.1,3.433664571799657,7.601402334583733,9.197052477649247,PowerA_controller,https://m.media-amazon.com/images/I/71sLsnyRXdL._AC_UL320_.jpg,/PowerA-Wired-Controller-Xbox-Blue-X/dp/B08F43JG2B/ref=sr_1_1834?dib=eyJ2IjoiMSJ9.KVI7rPBCbsuvkt4QCF7IKj1DrtAt5zBzXZJlMUanjxQGymn5A-vQVWd3tYpjiBihTzIbPmrf7pFWGOnC-1r1_6oAg1d5QO8GHOMq89Xzd5Hgh-GtIRVM5pu-vkzptVYN80vVJVY3sz1sltt47VgIXFxppVxtSgJZZWYkuK3Xl1DyNqcxvSIuThGl3pjPGubn1MbNO-_srkVDxGeWWrC4Fjty9HPcy2c79lgHHGIqayCcozHyxg0AyKs0N5HKXXy0TbU-ckroEOWPX2klTvZ--o5WSpM58Z5BBt-aDzeYjyo.f35zOGAiWB-g_fCAEN-DlnIo8NvDrbVOvgjQKpKeAuo&dib_tag=se&qid=1755801031&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1834
Audio & Media Systems,earbuds,Mainstream,New,False,Current-Gen,Baseus,0.9,,,,,,,,,,,,,,,,,,,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"Baseus Bass BC1 Open Ear Earbuds Clip-On Headphones, Open-Ring Comfort with Tri-Curve Snug Clip, Powerful Sound with SuperBass, 4-Mic Clear Calls, IP55 Waterproof, 38H Playtime, Lightweight",False,4.2,No Badge,Organic,0,0,0,0.3,3.7133281345162463,7.601402334583733,6.100318952020064,Baseus_earbuds,https://m.media-amazon.com/images/I/41kKN7nKdaL._AC_UL320_.jpg,/Baseus-Bass-BC1-Headphones-Lightweight/dp/B0F8NMR2QX/ref=sr_1_1870?dib=eyJ2IjoiMSJ9.OUHVjfmK0OEpoePmSvnRkdWsgUjY7yotJfIKEtEL-DoDNTl8I6zr2fwsyzu2Ld7CkGjVPHAmSRjZfxN2geT0YLNdL4GQjN8D-TVV9dHGS5aCgUay62WTRi1sFjAFzyuJgcpB7N1cZoeN2dDk8_37j_c4LWU4JgwTqiMSgrcKUiqM6dxvzdVSGKh9JLQCJ_5NZ0Uh5AKQXKzD5V5g8C4ELYZqL5iYCvZ70fbmacgEXwVGlb7WqLdslwKZsgXdEbUbJs3F8a5M62OTqKR9ubibNQUHRYmrNNvLAZfQ2qhajYI.DutOzlAYEg3v25FEM2dIVPlXCHam_JEwg2v9rs7jdDI&dib_tag=se&qid=1755801045&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1870
Computers & Gaming,chromebook,Mainstream,New,False,Current-Gen,HP,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,Intel Celeron N4120,,,4.0,224.0,,,,,,,,,,Chromebook 14,,,,,,,,,,,,,,,,,,,,"HP Chromebook 14"" HD Laptop for Business & Students, Intel Celeron N4120, 4GB LPDDR4, 224GB Storage(64GB eMMC+160GB Docking Station), UHD Graphics, Webcam, Long Battery Life, Chrome OS, Modern Gray",False,4.4,No Badge,Organic,1,0,0,0.0,5.393627546352362,6.2166061010848646,7.8826922062890254,HP_chromebook,https://m.media-amazon.com/images/I/81Wg83785AL._AC_UL320_.jpg,/HP-Chromebook-14-Business-Students/dp/B0D9NHYR82/ref=sr_1_1871?dib=eyJ2IjoiMSJ9.OUHVjfmK0OEpoePmSvnRkdWsgUjY7yotJfIKEtEL-DoDNTl8I6zr2fwsyzu2Ld7CkGjVPHAmSRjZfxN2geT0YLNdL4GQjN8D-TVV9dHGS5aCgUay62WTRi1sFjAFzyuJgcpB7N1cZoeN2dDk8_37j_c4LWU4JgwTqiMSgrcKUiqM6dxvzdVSGKh9JLQCJ_5NZ0Uh5AKQXKzD5V5g8C4ELYZqL5iYCvZ70fbmacgEXwVGlb7WqLdslwKZsgXdEbUbJs3F8a5M62OTqKR9ubibNQUHRYmrNNvLAZfQ2qhajYI.DutOzlAYEg3v25FEM2dIVPlXCHam_JEwg2v9rs7jdDI&dib_tag=se&qid=1755801045&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1871
Networking & Smart Home,wifi_adapter,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_5_AC,,,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,M-to-F,True,,,,"TP-Link Nano USB WiFi Adapter for PC(Archer T3U Nano)-AC1300 2.4G/5G Dual-Band Wireless Network Transceiver Adapter for Desktop PC, Travel Size, Supports Windows 11,10, 8.1, 8, 7 / up to Mac OS 10.15",False,4.4,No Badge,Organic,1,0,0,0.13,3.177637076851603,7.601402334583733,7.928045600874777,TP-Link_wifi_adapter,https://m.media-amazon.com/images/I/611pCd4nWiL._AC_UL320_.jpg,/TP-Link-Nano-Archer-T3U-Wireless/dp/B09KTDXPY3/ref=sr_1_1872?dib=eyJ2IjoiMSJ9.OUHVjfmK0OEpoePmSvnRkdWsgUjY7yotJfIKEtEL-DoDNTl8I6zr2fwsyzu2Ld7CkGjVPHAmSRjZfxN2geT0YLNdL4GQjN8D-TVV9dHGS5aCgUay62WTRi1sFjAFzyuJgcpB7N1cZoeN2dDk8_37j_c4LWU4JgwTqiMSgrcKUiqM6dxvzdVSGKh9JLQCJ_5NZ0Uh5AKQXKzD5V5g8C4ELYZqL5iYCvZ70fbmacgEXwVGlb7WqLdslwKZsgXdEbUbJs3F8a5M62OTqKR9ubibNQUHRYmrNNvLAZfQ2qhajYI.DutOzlAYEg3v25FEM2dIVPlXCHam_JEwg2v9rs7jdDI&dib_tag=se&qid=1755801045&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1872
Accessories,mount_small,Mainstream,New,False,Current-Gen,Scosche,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scosche MAGRKI MagicMount Replacement Metal Plate Kit for Phone, Metal Plates for Magnetic Mount Cell Phone Holder for Car, Universal with All Devices and Phone Case, Black",False,4.6,No Badge,Organic,1,0,0,0.0,2.196112848483529,8.294299608857235,10.279386525042526,Scosche_mount_small,https://m.media-amazon.com/images/I/61a9SkkXRdL._AC_UL320_.jpg,/Scosche-MAGRKI-cell-phone-accessories/dp/B00I608BG6/ref=sr_1_1874?dib=eyJ2IjoiMSJ9.OUHVjfmK0OEpoePmSvnRkdWsgUjY7yotJfIKEtEL-DoDNTl8I6zr2fwsyzu2Ld7CkGjVPHAmSRjZfxN2geT0YLNdL4GQjN8D-TVV9dHGS5aCgUay62WTRi1sFjAFzyuJgcpB7N1cZoeN2dDk8_37j_c4LWU4JgwTqiMSgrcKUiqM6dxvzdVSGKh9JLQCJ_5NZ0Uh5AKQXKzD5V5g8C4ELYZqL5iYCvZ70fbmacgEXwVGlb7WqLdslwKZsgXdEbUbJs3F8a5M62OTqKR9ubibNQUHRYmrNNvLAZfQ2qhajYI.DutOzlAYEg3v25FEM2dIVPlXCHam_JEwg2v9rs7jdDI&dib_tag=se&qid=1755801045&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1874
PC Components (Core),motherboard,Mainstream,New,False,Current-Gen,MSI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LGA 1700,,,,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MSI PRO Z790-A MAX WiFi ProSeries Motherboard (Supports 12th/13th/14th Gen Intel Processors, LGA 1700, DDR5, PCIe 5.0, M.2, SATA 6G, 2.5Gbps LAN, USB 3.2 Gen2, Wi-Fi 7, Bluetooth 5.4, ATX)",False,4.4,No Badge,Organic,0,0,0,0.0,5.357670592247549,6.2166061010848646,5.950642552587727,MSI_motherboard,https://m.media-amazon.com/images/I/81kOcjOhk9L._AC_UL320_.jpg,/MSI-PRO-MAX-WiFi-Motherboard/dp/B0CJSJ9TB3/ref=sr_1_1876?dib=eyJ2IjoiMSJ9.OUHVjfmK0OEpoePmSvnRkdWsgUjY7yotJfIKEtEL-DoDNTl8I6zr2fwsyzu2Ld7CkGjVPHAmSRjZfxN2geT0YLNdL4GQjN8D-TVV9dHGS5aCgUay62WTRi1sFjAFzyuJgcpB7N1cZoeN2dDk8_37j_c4LWU4JgwTqiMSgrcKUiqM6dxvzdVSGKh9JLQCJ_5NZ0Uh5AKQXKzD5V5g8C4ELYZqL5iYCvZ70fbmacgEXwVGlb7WqLdslwKZsgXdEbUbJs3F8a5M62OTqKR9ubibNQUHRYmrNNvLAZfQ2qhajYI.DutOzlAYEg3v25FEM2dIVPlXCHam_JEwg2v9rs7jdDI&dib_tag=se&qid=1755801045&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1876
Mobile Devices,gps_navigator,Premium,New,True,Current-Gen,Garmin,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edge 1050,,,,,,Cycling,True,,,,,,,,,,,,,"Garmin Edge 1050®, Premium Cycling Computer, Vivid Color Touchscreen Display, Built-in Speaker, Advanced Training and Group Ride Features, Road Hazard Alerts",False,4.6,No Badge,Organic,1,0,0,0.0,6.552493621597604,5.993961427306569,4.990432586778736,Garmin_gps_navigator,https://m.media-amazon.com/images/I/61Ym5F4JemL._AC_UL320_.jpg,/Garmin-Computer-Touchscreen-Advanced-Training/dp/B0D6SBYCVH/ref=sr_1_1877?dib=eyJ2IjoiMSJ9.OUHVjfmK0OEpoePmSvnRkdWsgUjY7yotJfIKEtEL-DoDNTl8I6zr2fwsyzu2Ld7CkGjVPHAmSRjZfxN2geT0YLNdL4GQjN8D-TVV9dHGS5aCgUay62WTRi1sFjAFzyuJgcpB7N1cZoeN2dDk8_37j_c4LWU4JgwTqiMSgrcKUiqM6dxvzdVSGKh9JLQCJ_5NZ0Uh5AKQXKzD5V5g8C4ELYZqL5iYCvZ70fbmacgEXwVGlb7WqLdslwKZsgXdEbUbJs3F8a5M62OTqKR9ubibNQUHRYmrNNvLAZfQ2qhajYI.DutOzlAYEg3v25FEM2dIVPlXCHam_JEwg2v9rs7jdDI&dib_tag=se&qid=1755801045&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-1877
Accessories,cable,Mainstream,New,False,Current-Gen,Acer,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,HDMI 2.0,True,,"MacBook, iPhone 16/15 Pro/Max, iMac, iPad Pro, Galaxy S24, Surface",,,M-to-M,,,,,"Acer USB C to HDMI Cable for Home Office 6.6FT (4K@60Hz), High-Speed Type C to HDMI 2.0 Braided Cord, Thunderbolt 4/3 Compatible with MacBook, iPhone 16/15 Pro/Max, iMac, iPad Pro, Galaxy S24, Surface",False,4.5,No Badge,Sponsored,1,0,1,0.18,2.8898160479624417,9.210440366976515,6.405228458030842,Acer_cable,https://m.media-amazon.com/images/I/816PCuuj52L._AC_UL320_.jpg,/sspa/click?ie=UTF8&spc=MToxOTAzNjA0ODg3NTA4NDkwOjE3NTU4MDEwNDU6c3BfbXRmX2Jyb3dzZTozMDA3ODY5OTUzOTA4MDI6OjA6Og&url=%2FHigh-Speed-Braided-Thunderbolt-Compatible-MacBook%2Fdp%2FB0DQNKM25Y%2Fref%3Dsr_1_1866_sspa%3Fdib%3DeyJ2IjoiMSJ9.OUHVjfmK0OEpoePmSvnRkdWsgUjY7yotJfIKEtEL-DoDNTl8I6zr2fwsyzu2Ld7CkGjVPHAmSRjZfxN2geT0YLNdL4GQjN8D-TVV9dHGS5aCgUay62WTRi1sFjAFzyuJgcpB7N1cZoeN2dDk8_37j_c4LWU4JgwTqiMSgrcKUiqM6dxvzdVSGKh9JLQCJ_5NZ0Uh5AKQXKzD5V5g8C4ELYZqL5iYCvZ70fbmacgEXwVGlb7WqLdslwKZsgXdEbUbJs3F8a5M62OTqKR9ubibNQUHRYmrNNvLAZfQ2qhajYI.DutOzlAYEg3v25FEM2dIVPlXCHam_JEwg2v9rs7jdDI%26dib_tag%3Dse%26qid%3D1755801045%26refinements%3Dp_n_g-101014971069111%253A119653281011%26s%3Delectronics%26sr%3D1-1866-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
