category,subtype,market_tier,condition,is_premium_brand,tech_generation,brand,confidence,printer_tech,is_color,is_multifunction,paper_size_max,ppm,pack_count,is_xl,ups_capacity_value,ups_capacity_unit,is_rackmount,rack_u,power_capacity_value,power_capacity_unit,audio_channels,total_power_w,has_dolby_atmos,has_subwoofer,has_anc,form_factor,mic_type,audio_resolution,video_output_res,switch_type,dpi,has_screen,is_thunderbolt,max_resolution,read_speed_mbs,scan_engine,wifi_standard,speed_class,node_count,frequency_bands,has_poe,multi_gig_ports,power_source,smart_protocol,is_outdoor,screen_size_in,resolution_standard,panel_tech,refresh_rate_hz,is_smart,mount_type,adjustment_type,num_screens,max_weight_kg,is_heavy_duty,sensor_format,max_video_res,is_body_only,mount_system,megapixels,is_pro_line,focal_range,max_aperture_f,is_kit,component_series,vram_gb,has_x3d,ram_gb,storage_gb,tech_gen,power_wattage,efficiency_rating,chipset,is_aio,is_gaming,platform_family,is_digital_edition,nas_bays,model_name,cellular_type,has_stylus,case_size_mm,is_rugged,is_specialized,gps_activity,has_touchscreen,cable_length_m,interface_type,is_braided,material,brand_compatibility,is_active,is_original,connector_gender,is_wireless,port_count,storage_type,pd_wattage,case_keyboard,product_rating,is_best_seller,is_sponsored,buy_box_availability,sustainability_tags,has_coupon,discount_percentage,log_original_price,log_purchased_last_month,log_total_reviews,brand_subtype
Computers & Gaming,laptop,Mainstream,New,False,Current-Gen,HP,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,Intel Celeron N4020,,,4.0,64.0,,,,,,,,,,14-dq0040nr,,,,,,,,,,,,,,,,,,,,False,4.1,No Badge,Organic,1,0,0,0.25,5.442374419541463,9.210440366976515,8.247743887225516,HP_laptop
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Scotch,0.9,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.47,3.5052570515869337,10.308985993422082,9.672122799562842,Scotch_toner_ink
Peripherals & Input,sd_card,Mainstream,New,True,Current-Gen,SanDisk,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,microSDXC,,,,,,,,,Flash,,False,4.8,No Badge,Organic,1,0,0,0.29,3.58324112209094,9.210440366976515,11.748692997469808,SanDisk_sd_card
Audio & Media Systems,headphones,Premium,New,True,Current-Gen,Sony,1.0,,,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-1000XM4,,,,,,,,,,,,,,,,True,,,,False,4.6,No Badge,Organic,1,1,0,0.43,5.855071922202427,9.210440366976515,11.013649552432474,Sony_headphones
"Office, Printing & Power",printer_media,Mainstream,New,False,Current-Gen,Post-it,0.9,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,Best Seller,Organic,1,0,0,0.34,4.204543354520176,9.210440366976515,8.832587702434553,Post-it_printer_media
"Office, Printing & Power",printer_media,Mainstream,New,False,Current-Gen,Avery,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,Best Seller,Organic,1,0,0,0.27,1.922787731634459,10.59665973278358,8.262558973010657,Avery_printer_media
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,Epson,0.95,Inkjet,True,True,A4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.2,Best Seller,Organic,1,1,0,0.21,5.484755438853831,8.853808274977197,9.536473630802217,Epson_printer
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,Amazon's,Organic,0,0,0,0.0,4.464642950851115,9.210440366976515,9.481359383531425,HP_toner_ink
"Office, Printing & Power",shredder,Mainstream,New,False,Current-Gen,Amazon Basics,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,Best Seller,Organic,1,0,0,0.1,3.5550623063795967,10.308985993422082,11.075102440753938,Amazon Basics_shredder
"Office, Printing & Power",charger,Mainstream,New,True,Current-Gen,Anker,0.95,,,,,,,,,,,,65.0,W,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,1,0,0.35,3.7133281345162463,9.210440366976515,9.757305042358048,Anker_charger
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,Sceptre,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E275W-FW100T,,,,,,,,,,,,,,,,,,,,False,4.4,Best Seller,Organic,1,0,0,0.18,4.795542580971757,9.210440366976515,8.866722667194098,Sceptre_monitor
Accessories,remote_control,Mainstream,New,False,Current-Gen,Roku,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,1,0,0.0,3.5550623063795967,9.210440366976515,11.41048291014307,Roku_remote_control
"Office, Printing & Power",printer,Mainstream,New,False,Current-Gen,HP,1.0,Inkjet,True,True,A4,10.0,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,3.9,Best Seller,Organic,1,1,0,0.33,4.5107496103686,9.90353755128617,9.32500744695431,HP_printer
Displays & Mounting,mount_wall,Mainstream,New,False,Current-Gen,Amazon Basics,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,Full-Motion,1.0,36.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.06,3.241810796150697,9.210440366976515,10.852516492998056,Amazon Basics_mount_wall
"Cameras, Photography & Video",webcam,Mainstream,New,True,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,1,0,0.14,4.262539022051294,9.210440366976515,9.947695807200448,Logitech_webcam
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,Canon,0.95,Inkjet,True,False,A4,,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.13,3.7133281345162463,9.90353755128617,9.84225024306494,Canon_toner_ink
Audio & Media Systems,earbuds,Mainstream,New,True,Current-Gen,Samsung,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.2,No Badge,Organic,1,0,0,0.24,5.525413097700675,9.210440366976515,8.07402621612406,Samsung_earbuds
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,Inkjet,True,False,A4,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,1,0,0.13,3.6011405398059297,10.308985993422082,11.451677523930725,HP_toner_ink
Peripherals & Input,controller,Mainstream,New,False,Current-Gen,Xbox,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Xbox_Series,,,,,,,,,,,,,,,,,,,True,,,,False,4.6,Best Seller,Organic,0,0,0,0.17,4.18950321539533,9.210440366976515,10.130822308468806,Xbox_controller
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,0.95,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,4.552718325985667,9.210440366976515,7.077498053569231,HP_toner_ink
Audio & Media Systems,headphones,Premium,New,True,Current-Gen,Apple,1.0,,,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.6,No Badge,Organic,0,0,0,0.0,6.310190968315922,8.699681400989514,7.620705086838262,Apple_headphones
"Office, Printing & Power",ups,Mainstream,New,False,Current-Gen,APC,0.95,,,,,,,,600.0,VA,,,330.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,Best Seller,Organic,0,0,0,0.0,4.499809670330265,9.210440366976515,10.484221628517084,APC_ups
"Office, Printing & Power",battery,Mainstream,New,False,Legacy,Amazon Basics,0.9,,,,,,24.0,,,,,,12.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,1,0,0,0.13,2.554899021608035,10.308985993422082,10.508732049920162,Amazon Basics_battery
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Scotch,0.95,,,,A4,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.9,No Badge,Organic,1,0,0,0.42,3.790758917935107,9.90353755128617,10.24998083886772,Scotch_toner_ink
Mobile Devices,fitness_band,Mainstream,New,True,Current-Gen,Fitbit,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charge 6,,,,,,,,,,,,,,,,,,,,False,4.1,No Badge,Organic,1,0,0,0.25,5.081093757744817,9.105090961257083,9.0641578617981,Fitbit_fitness_band
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Anker,0.95,,,,,,1.0,,,,,,10000.0,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.5,No Badge,Organic,0,1,0,0.0,3.0814511489565284,9.210440366976515,11.612381583933727,Anker_battery
Peripherals & Input,external_drive,Mainstream,New,True,Current-Gen,SAMSUNG,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,,,,,,,,,,,,,,,,,,,USB 3.2 Gen 2,,,,,,,,,SSD,,False,4.7,Best Seller,Organic,1,0,0,0.27,4.709440107163888,9.210440366976515,10.486484989595086,SAMSUNG_external_drive
Peripherals & Input,mouse,Mainstream,New,True,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,,,12000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,False,4.6,Best Seller,Organic,0,0,0,0.0,3.251536607107749,9.210440366976515,10.445579258176116,Logitech_mouse
Audio & Media Systems,earbuds,Mainstream,New,False,Current-Gen,TRANSFORMERS,0.95,,,,,,,,,,,,,,,,,,,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TF-T07,,,,,,,,,,,,,,,,True,,,,False,4.2,No Badge,Sponsored,1,0,0,0.27,3.5260663637080247,5.303304908059076,5.043425116919247,TRANSFORMERS_earbuds
Audio & Media Systems,earbuds,Mainstream,New,False,Current-Gen,Monster,0.95,,,,,,,,,,,,,,,,,,,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.0,No Badge,Sponsored,1,0,0,0.4,3.931629535067065,3.9318256327243257,7.444833273892193,Monster_earbuds
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,1,0,0.0,4.157162854614252,9.210440366976515,10.057838212366052,HP_toner_ink
PC Components (Core),ssd_internal,Mainstream,New,True,Current-Gen,Samsung,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gen 4x4,,,,2048.0,Gen4,,,,,,,,,990 EVO Plus,,,,,,,,,PCIe Gen 4x4,,,,,,,,,NVMe,,False,4.8,No Badge,Organic,1,0,0,0.32,5.181727368938661,9.210440366976515,8.698013622083925,Samsung_ssd_internal
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,0.95,,True,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,0,0,0.0,4.232511029605105,9.210440366976515,10.714773261113114,HP_toner_ink
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,,True,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,4.583844399273339,9.210440366976515,9.845328638362597,HP_toner_ink
Audio & Media Systems,earbuds,Mainstream,Renewed/Refurbished,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.1,Best Seller,Organic,0,0,0,0.15,4.584865432647727,9.210440366976515,9.726869698658852,Apple_earbuds
Accessories,remote_control,Mainstream,New,False,Current-Gen,Roku,0.95,,,,,,,,,,,,,,7.1.2,,True,,,,,,4K_UHD,,,,,,,,WiFi_6_AX,,,Dual-Band,,,,,,,4K_UHD,,,True,,,,,,,4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.6,No Badge,Organic,1,1,0,0.0,4.595018834931716,9.210440366976515,8.421562960400987,Roku_remote_control
Accessories,cable,Mainstream,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,USB-C,True,Plastic,Apple,False,True,M-to-M,False,,,,False,4.7,No Badge,Organic,0,0,0,0.0,2.990719731730447,9.210440366976515,7.888334500738654,Apple_cable
Computers & Gaming,laptop,Premium,New,True,Current-Gen,Apple,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,,,,,,,,,,12.0,,,,,M4,,,16.0,256.0,,,,,,,,,,MacBook Air 15-inch,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,0,1,0,0.0,6.824460622784326,8.294299608857235,6.704414354964107,Apple_laptop
Peripherals & Input,mouse,Mainstream,New,False,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.6,No Badge,Organic,1,0,0,0.07,3.366950942933564,9.210440366976515,10.41171981644952,Logitech_mouse
Networking & Smart Home,router,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,AX1800,,Dual-Band,,,,WiFi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archer AX21,,,,,,,,,,,,,,,,,,,,False,4.4,Best Seller,Organic,1,1,0,0.45,4.6150215020384655,9.210440366976515,10.01761948658104,TP-Link_router
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,0.95,,True,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,1,0,0.0,4.023385473281607,9.210440366976515,10.21181748321106,HP_toner_ink
PC Components (Core),cpu,Mainstream,New,True,Current-Gen,AMD,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 7800X3D,,True,,,Gen5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.2,6.1092475827643655,8.517393171418904,8.653470809708786,AMD_cpu
Audio & Media Systems,earbuds,Mainstream,New,True,Current-Gen,Beats,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.1,No Badge,Organic,0,0,0,0.0,5.525253716100942,8.987321812850125,7.659642954564682,Beats_earbuds
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Amazon Basics,0.9,,,,A4,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.8,No Badge,Organic,1,0,0,0.0,2.995232148512309,9.90353755128617,9.742496866444002,Amazon Basics_toner_ink
Peripherals & Input,keyboard,Mainstream,New,False,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,,Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,True,,,,False,4.4,No Badge,Organic,0,0,0,0.0,3.1637858585502405,9.210440366976515,10.611991216416763,Logitech_keyboard
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,EPSON,0.95,,True,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,0,0,0.0,4.481758841072857,9.210440366976515,8.494947582468917,EPSON_toner_ink
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Brother,0.95,Laser,False,False,A4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MFC-L2710DW, MFC-L2750DW, HL-L2350DW, HL-L2370DW, HL-L2395DW, HL-L2390DW, DCP-L2550DW",,,,,,,,False,4.7,Best Seller,Organic,1,0,0,0.0,4.531523645819793,9.210440366976515,10.417059401970144,Brother_toner_ink
Computers & Gaming,console,Mainstream,New,True,Current-Gen,Nintendo,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Nintendo_Switch,,,,,,,,,,,,,,,,,,,,,,,False,4.7,Best Seller,Organic,0,0,0,0.12,5.831853151340319,0.0,9.139810605785655,Nintendo_console
Audio & Media Systems,earbuds,Mainstream,New,True,Current-Gen,Beats,0.95,,,,,,,,,,,,,,,,,,True,in-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.1,No Badge,Organic,0,0,0,0.0,4.5427627258594745,8.987321812850125,8.568646473005153,Beats_earbuds
"Office, Printing & Power",battery,Mainstream,New,False,Legacy,Amazon Basics,0.9,,,,,,12.0,,,,,,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,Best Seller,Organic,1,0,0,0.0,2.6720775406433925,10.308985993422082,11.927667409858602,Amazon Basics_battery
Audio & Media Systems,headphones,Mainstream,New,False,Current-Gen,Soundcore,0.95,,,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.5,No Badge,Organic,0,1,0,0.0,3.786232999369848,9.210440366976515,11.403489991270373,Soundcore_headphones
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,Philips,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,FHD_1080p,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221V8LB,,,,,,,,,HDMI,,,,,,,,,,,False,4.6,Amazon's,Organic,0,0,0,0.0,4.222444564849416,9.210440366976515,8.912742634737025,Philips_monitor
Peripherals & Input,sd_card,Mainstream,New,False,Current-Gen,SanDisk,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,microSDXC,,,,,,,,,Flash,,False,4.7,No Badge,Organic,1,0,0,0.23,3.295466427029913,9.210440366976515,12.300077428219764,SanDisk_sd_card
Peripherals & Input,external_drive,Mainstream,New,False,Legacy,SanDisk,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,USB 3.0,,,,,,,,,Flash,,False,4.6,Best Seller,Organic,1,0,0,0.0,2.659559991941776,9.210440366976515,12.184843901813206,SanDisk_external_drive
"Office, Printing & Power",toner_ink,Mainstream,New,True,Current-Gen,HP,1.0,Laser,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,0,0,0.0,4.996468754178678,8.853808274977197,7.994969522697877,HP_toner_ink
Displays & Mounting,monitor,Mainstream,New,False,Current-Gen,acer,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,FHD_1080p,,120.0,,,Tilt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,1,0,0,0.27,5.017213609456379,9.105090961257083,7.004881989712859,acer_monitor
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,0.95,Inkjet,True,False,A4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,1,0,0.0,3.634687225030509,9.210440366976515,10.236525326708708,HP_toner_ink
Networking & Smart Home,mesh_system,Mainstream,New,False,Current-Gen,TP-Link,0.95,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,WiFi_6_AX,AX3000,3.0,Dual-Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.4,No Badge,Organic,1,1,0,0.3,5.30325515557766,9.105090961257083,9.628853318933604,TP-Link_mesh_system
Audio & Media Systems,headphones,Mainstream,New,True,Current-Gen,Beats,0.95,,,,,,,,,,,,,,,,,,True,over-ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,False,4.5,No Badge,Organic,0,0,0,0.0,5.148250005283415,8.853808274977197,10.010861040804455,Beats_headphones
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,Scotch,0.9,,,,A4,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.9,No Badge,Organic,1,0,0,0.22,3.4339872044851463,9.210440366976515,9.20331575703922,Scotch_toner_ink
"Office, Printing & Power",battery,Mainstream,New,False,Current-Gen,Powermax,0.95,,,,,,24.0,,,,,,,mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,1,1,0,0.0,2.0781907597781832,10.59665973278358,10.161418929336,Powermax_battery
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,,True,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,No Badge,Organic,0,0,0,0.0,3.804215052793841,9.210440366976515,10.603684822708557,HP_toner_ink
Peripherals & Input,mouse,Mainstream,New,True,Current-Gen,Apple,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,0,0,0.0,4.103799720992856,9.210440366976515,9.89358872035688,Apple_mouse
Peripherals & Input,keyboard,Mainstream,New,False,Current-Gen,Logitech,0.95,,,,,,,,,,,,,,,,,,,,,,,Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,True,,,,False,4.4,No Badge,Organic,0,1,0,0.0,3.850360345036039,9.210440366976515,7.455876687491824,Logitech_keyboard
"Office, Printing & Power",battery,Mainstream,New,False,Legacy,Amazon Basics,0.9,,,,,,12.0,,,,,,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.7,Best Seller,Organic,1,0,0,0.0,2.9172300453990334,9.90353755128617,11.767699457606936,Amazon Basics_battery
"Office, Printing & Power",toner_ink,Mainstream,New,False,Current-Gen,HP,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,4.6,No Badge,Organic,0,1,0,0.0,3.291754470280773,9.210440366976515,10.406563222842058,HP_toner_ink
